Date of Bleed,Tag trimmed,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),0,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),0
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
10/31/18,25919,7/10/18,1.64,0.03,1.54,0.06,0,0.85,1.3,4.6,54.3,15.3,28.3,21.5,226,4.9,Mx1 p53 global; 4th bleed post pIpC TX bleed (6 weeks)
10/31/18,25921,7/10/18,2.14,0.11,1.89,0.13,0,4.96,8.6,29.1,58.7,17.3,29.6,21.2,121,6.1,Mx1 p53 global; 4th bleed post pIpC TX bleed (6 weeks)
10/31/18,25975,7/9/18,3.46,0.2,3.05,0.21,0,7.77,11.9,37.8,48.6,15.3,31.5,22.3,126,6.6,Mx1 p53 global; 4th bleed post pIpC TX bleed (6 weeks)
10/31/18,25977,7/11/18,2.56,0.1,2.29,0.17,0.01,1.63,2.7,9.8,60.2,16.6,27.6,26.3,140,5.5,Mx1 p53 global; 4th bleed post pIpC TX bleed (6 weeks)
10/31/18,25982,7/9/18,10.72,1.65,8.45,0.44,0.14,10.55,14.8,45.2,42.8,14,32.7,18,470,5.1,Mx1 p53 global; 4th bleed post pIpC TX bleed (6 weeks)
10/31/18,25983,7/9/18,3.38,0.37,2.78,0.21,0.01,6.37,10.1,33.9,53.2,15.9,29.8,17.6,312,5.4,Mx1 p53 global; 4th bleed post pIpC TX bleed (6 weeks)
10/31/18,25987,7/11/18,10.08,1.29,8.16,0.56,0.05,9.7,13.5,41.1,42.4,13.9,32.8,16.5,617,5.3,Mx1 p53 global; 4th bleed post pIpC TX bleed (6 weeks)
10/31/18,26015,7/21/18,,131.52,,38.1,17.12,3.79,10.2,26.3,69.5,26.9,38.8,52.9,661,7.4,Mx1 p53 global; 4th bleed post pIpC TX bleed (6 weeks)
10/31/18,26020,7/21/18,6.08,0.47,5.24,0.36,0.01,2.98,4.7,14.9,49.9,15.8,31.5,22.6,110,6.1,Mx1 p53 global; 4th bleed post pIpC TX bleed (6 weeks)
10/31/18,26021,7/21/18,10.86,1.71,8.64,0.42,0.07,10.94,15.3,47,43,14,32.6,17.5,719,5,Mx1 p53 global; 4th bleed post pIpC TX bleed (6 weeks)
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/5/18,NG1009,3/2/18,6.8,0.93,5.3,0.54,0.02,9.64,12.6,41.1,42.6,13.1,30.7,17.6,630,4.9,NG Mx1 TP (WT donor); 6th bleed post PIPC TX (3 month)
11/5/18,NG1023,3/26/18,7.46,1.06,5.72,0.67,0.01,9.83,12.5,39.7,40.4,12.7,31.5,18.2,735,4.8,NG Mx1 TP (WT donor); 6th bleed post PIPC TX (3 month)
11/5/18,NG1028,3/26/18,9.5,1.41,7.28,0.76,0.04,10.14,12.2,43.6,43,12,28,18,895,5,NG Mx1 TP (WT donor); 6th bleed post PIPC TX (3 month)
11/5/18,NG1029,3/26/18,5.54,1.05,3.91,0.58,0,10.61,13.7,42.7,40.2,12.9,32.1,17.7,702,4.5,NG Mx1 TP (WT donor); 6th bleed post PIPC TX (3 month)
11/5/18,NG1030,3/28/18,6.2,0.29,5.25,0.66,0,9.85,12.1,38.9,39.5,12.3,31.1,18.9,677,4.6,NG Mx1 TP (WT donor); 6th bleed post PIPC TX (3 month)
11/5/18,NG1033,3/28/18,10.86,1.45,8.59,0.8,0.02,9.61,12.6,40.2,41.8,13.1,31.3,18,811,4.6,NG Mx1 TP (WT donor); 6th bleed post PIPC TX (3 month)
11/5/18,NG1034,3/28/18,6.46,0.59,5.43,0.43,0.01,9.42,12.3,38.6,41,13.1,31.9,17.8,838,4.7,NG Mx1 TP (WT donor); 6th bleed post PIPC TX (3 month)
11/5/18,NG1035,3/28/18,9.26,1.62,6.97,0.56,0.09,10.1,12.9,41.8,41.4,12.8,30.9,17.8,637,5,NG Mx1 TP (WT donor); 6th bleed post PIPC TX (3 month)
11/5/18,NG1036,3/28/18,10.6,1.7,8.31,0.53,0.04,10.32,12.8,42.7,41.4,12.4,30,19.1,740,5.2,NG Mx1 TP (WT donor); 6th bleed post PIPC TX (3 month)
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/5/18,NG1062,5/9/18,9.64,1.93,7.06,0.63,0.02,10.76,15.5,49.3,45.8,14.4,31.4,17.6,741,4.7,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,NG1064,5/9/18,5.32,0.4,4.46,0.44,0.02,9.83,13.2,41.6,42.3,13.4,31.7,21.1,555,6.4,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,NG1066,5/9/18,2.72,0.23,2.21,0.28,0,5.18,9.5,32.3,62.3,18.3,29.4,19.4,430,5.3,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,25505,5/7/18,13.08,1.85,10.55,0.65,0.03,10.15,14.4,44.8,44.1,14.2,32.1,19.1,608,4.5,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,25509,5/7/18,16.06,3.35,11.52,1.14,0.05,10.51,14.4,48,45.7,13.7,30,21.5,1277,5.2,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,25510,5/4/18,9.04,1.42,7.13,0.47,0.01,10.83,15.8,51.3,47.4,14.6,30.8,17.8,683,4.5,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,25599,5/15/18,7.54,0.59,6.52,0.42,0.01,10.54,13.9,45.8,43.5,13.2,30.3,17.7,716,4.6,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,25600,5/15/18,7.62,1.38,5.61,0.61,0.02,10.85,14.3,47.1,43.4,13.2,30.4,18.7,499,4.6,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,25601,5/15/18,9.08,2.2,6.11,0.73,0.04,10.46,14.2,46.8,44.7,13.6,30.3,19.3,698,4.7,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,25604,5/15/18,5.88,1.14,4.17,0.56,0.01,10.02,13.5,41.8,41.7,13.5,32.3,18.5,729,4.7,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,25605,5/15/18,2.88,0.3,2.31,0.27,0,7.94,11.4,40.2,50.6,14.4,28.4,21,687,4.9,Mx1 global; 8th bleed; 12-week post PIPC TX
11/5/18,25606,5/19/18,9.34,1.88,6.74,0.69,0.03,9.54,13.6,44.4,46.5,14.3,30.6,16.5,973,4.8,Mx1 global; 8th bleed; 12-week post PIPC TX
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/7/18,NG1191,7/21/18,8.48,1.53,6.6,0.34,0.02,10.25,15,48.4,47.2,14.6,31,18.7,647,4.9,BTX9 Pre-PIPC Bleeds (2nd)
11/7/18,NG1193,7/21/18,5.56,0.93,4.46,0.16,0.01,10.41,14.4,49,47.1,13.8,29.4,19.5,552,4.5,BTX9 Pre-PIPC Bleeds (2nd)
11/7/18,NG1197,7/21/18,6.08,0.91,4.9,0.26,0.01,10.58,14.4,47.4,44.8,13.6,30.4,18.7,634,4.4,BTX9 Pre-PIPC Bleeds (2nd)
11/7/18,NG1260,8/8/18,7.98,1.76,5.98,0.23,0.01,11.16,15.8,54.1,48.5,14.2,29.2,19.6,625,5.2,BTX9 Pre-PIPC Bleeds (2nd)
11/7/18,NG1261,8/8/18,2.52,0.2,2.17,0.14,0,8.14,12.2,41.2,50.6,15,29.6,19.7,88,6.5,BTX9 Pre-PIPC Bleeds (2nd)
11/7/18,NG1262,8/8/18,0.44,0.08,0.32,0.04,0,13.76,18.2,60.5,44,13.2,30.1,19.7,691,5,BTX9 Pre-PIPC Bleeds (2nd)
11/7/18,NG1264,8/8/18,6.64,1.68,4.6,0.31,0.05,10.38,14.4,48.7,46.9,13.9,29.6,21.4,1019,4.8,BTX9 Pre-PIPC Bleeds (2nd)
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/9/18,25977,7/11/18,39.04,10.3,24.44,2.57,1.3,1.44,2.8,8.3,57.5,19.4,33.7,28.6,220,6.1,terminal bleed (post pIpC TX)
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/14/18,NG968,1/15/18,5.74,1.63,3.42,0.24,0.31,13.31,13.4,47,35.3,10.1,28.5,24.4,749,6.6,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
11/14/18,NG972,1/29/18,7,0.88,5.31,0.78,0.02,9.61,12.3,36,37.5,12.8,34.2,18.5,1078,5,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
11/13/18,NG976,1/29/18,3.04,0.36,2.44,0.24,0,11.37,14.5,44.3,39,12.8,32.7,19.8,742,5.3,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
11/13/18,NG978,1/29/18,4.36,1.1,3.16,0.06,0.03,9.91,12.4,40.3,40.7,12.5,30.8,18.6,755,5.2,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
11/13/18,NG979,1/29/18,12.86,2.69,9.81,0.31,0.05,9.44,13.4,39.8,42.2,14.2,33.7,18.3,825,5,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
11/14/18,NG994,2/9/18,5.12,1.29,3.6,0.22,0.01,8.87,11.6,35.5,40,13.1,32.7,16.9,991,5,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
11/14/18,NG1027,3/26/18,7.24,0.77,5.86,0.5,0.08,11.18,14.6,42.3,37.8,13.1,34.5,18,724,5.6,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
11/14/18,NG1040,3/28/18,7.16,1.57,5.18,0.15,0.21,8.91,12.2,37.6,42.2,13.7,32.4,18.3,522,5.4,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/14/18,25921,7/10/18,1.46,0.11,1.25,0.1,0,3.09,5.4,18,58.3,17.5,30,21.6,108,6.6,Mx1 p53 global; 5th bleed post pIpC TX bleed (8 weeks)
11/14/18,25975,7/9/18,2.18,0.09,2.06,0.01,0.01,6.77,9.9,32.3,47.7,14.6,30.7,22.8,123,6.8,Mx1 p53 global; 5th bleed post pIpC TX bleed (8 weeks)
11/14/18,25982,7/9/18,9.26,1.85,7.09,0.29,0.03,10.87,15.1,45.5,41.9,13.9,33.2,17,826,4.6,Mx1 p53 global; 5th bleed post pIpC TX bleed (8 weeks)
11/14/18,25987,7/11/18,10.54,1.33,8.96,0.22,0.02,10.55,14.7,44.1,41.8,13.9,33.3,16.6,810,4.8,Mx1 p53 global; 5th bleed post pIpC TX bleed (8 weeks)
11/14/18,26020,7/21/18,1.36,8.9,0,7.55,2.48,2.22,4.7,13.9,62.4,21.2,33.8,32.2,384,6.3,peripheral blood; Mx1 p53 global; 5th bleed post pIpC TX bleed (8 weeks)
11/14/18,26020,7/21/18,,91.7,195.15,20.4,18.13,2.51,6.8,16.4,65.2,27.1,41.5,34.9,849,6.1,from portal vein; Mx1 p53 global; 5th bleed post pIpC TX bleed (8 weeks)
11/14/18,26021,7/21/18,10.32,2.11,8,0.16,0.04,10.87,14.8,46.7,43,13.6,31.7,17,715,4.4,Mx1 p53 global; 5th bleed post pIpC TX bleed (8 weeks)
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/19/18,NG1009,3/2/18,6.48,1.07,4.9,0.48,0.03,9.38,12.4,40.3,43,13.2,30.8,19.2,752,5,NG Mx1 TP (WT donor); 7th bleed post PIPC TX (3.5 month)
11/19/18,NG1023,3/26/18,7.6,1.17,5.68,0.74,0.01,9.57,12.8,37.9,39.6,13.4,33.8,18.9,715,5,NG Mx1 TP (WT donor); 7th bleed post PIPC TX (3.5 month)
11/19/18,NG1028,3/26/18,8.32,1.31,6.49,0.5,0.01,9.88,13.4,41.6,42.1,13.6,32.2,17.9,732,4.7,NG Mx1 TP (WT donor); 7th bleed post PIPC TX (3.5 month)
11/19/18,NG1029,3/26/18,6.5,1.92,3.92,0.44,0.16,10.67,13.8,43.1,40.4,12.9,32,19.4,602,5.3,NG Mx1 TP (WT donor); 7th bleed post PIPC TX (3.5 month)
11/19/18,NG1030,3/28/18,7.6,0.65,6.21,0.7,0.04,10.55,13.1,41.7,39.5,12.4,31.4,19.5,613,4.8,NG Mx1 TP (WT donor); 7th bleed post PIPC TX (3.5 month)
11/19/18,NG1033,3/28/18,11.08,2.48,8.01,0.54,0.05,9.5,12.8,39.8,41.9,13.5,32.2,17.9,870,4.7,NG Mx1 TP (WT donor); 7th bleed post PIPC TX (3.5 month)
11/19/18,NG1034,3/28/18,6.76,0.98,5.3,0.46,0.01,9.36,12.6,39.6,42.3,13.5,31.8,19.1,823,4.9,NG Mx1 TP (WT donor); 7th bleed post PIPC TX (3.5 month)
11/19/18,NG1035,3/28/18,9.92,1.52,7.73,0.65,0.02,10.62,14,44.8,42.2,13.2,31.2,18.6,805,4.9,NG Mx1 TP (WT donor); 7th bleed post PIPC TX (3.5 month)
11/19/18,NG1036,3/28/18,13.4,2.85,9.92,0.59,0.03,9.69,13.7,38.4,39.6,14.1,35.7,18.9,786,4.9,NG Mx1 TP (WT donor); 7th bleed post PIPC TX (3.5 month)
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/19/18,NG1062,5/9/18,8.46,2.13,6.04,0.24,0.04,10.51,15.4,44.7,42.5,14.7,34.5,17.6,774,4.9,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,NG1064,5/9/18,7.38,1.37,5.67,0.3,0.03,10.14,13.8,40.7,40.1,13.6,33.9,18.2,435,4.9,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,NG1066,5/9/18,1.9,0.35,1.4,0.15,0,5.84,10.3,33.6,57.5,17.6,30.7,19.8,495,5.5,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,25505,5/7/18,10.36,2.03,7.93,0.38,0.01,10.18,14.3,42.9,42.1,14,33.3,20,677,4.6,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,25509,5/7/18,6.82,0.31,6.22,0.26,0.03,8.67,12.8,38.6,44.5,14.8,33.2,21.8,1575,4.7,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,25510,5/4/18,9.78,1.95,7.46,0.3,0.06,10.21,14.6,44.2,43.3,14.3,33,18.2,608,5,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,25599,5/15/18,7.84,1.24,6.25,0.33,0.02,10.58,14.5,43.8,41.4,13.7,33.1,18.5,699,4.8,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,25600,5/15/18,5.76,1,4.37,0.38,0.01,10.83,14.7,44.2,40.8,13.6,33.3,19.2,663,4.6,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,25601,5/15/18,8.9,2.43,5.97,0.44,0.05,10.09,14.1,41.1,40.7,14,34.3,20.7,810,4.9,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,25604,5/15/18,9.62,1.86,7.16,0.57,0.02,10.95,14.9,42.6,38.9,13.6,35,18.3,854,4.7,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,25605,5/15/18,3.02,0.55,2.16,0.31,0.01,7.88,12.3,39,49.5,15.6,31.5,21.1,769,4.9,Mx1 global; 9th bleed; 14-week post PIPC TX
11/19/18,25606,5/19/18,9.12,1.48,7.29,0.33,0.02,10.54,14.9,46.1,43.7,14.1,32.3,19.8,697,5,Mx1 global; 9th bleed; 14-week post PIPC TX
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/28/18,25921,7/10/18,1.3,0.03,1.14,0.12,0,1.35,2.1,7.3,54.3,15.6,28.8,24.5,93,6.3,Mx1 p53 global; 6th bleed post pIpC TX bleed (10 weeks)
11/28/18,25982,7/9/18,9.94,1.33,7.92,0.65,0.03,10.16,13.9,39.9,39.3,13.7,34.8,16.8,781,4.9,Mx1 p53 global; 6th bleed post pIpC TX bleed (10 weeks)
11/28/18,25987,7/11/18,7.96,0.88,6.86,0.16,0.05,9.9,13.3,40.7,41.1,13.4,32.7,17.4,873,4.9,Mx1 p53 global; 6th bleed post pIpC TX bleed (10 weeks)
11/28/18,26021,7/21/18,12,2.38,9.18,0.25,0.15,10.5,14.7,44.9,42.8,14,32.7,16.7,627,5.4,Mx1 p53 global; 6th bleed post pIpC TX bleed (10 weeks)
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/29/18,NG1191,7/21/18,7.58,1.09,6.09,0.4,0,7.33,10.6,33.9,46.3,14.5,31.3,20.9,847,5,BTX9 Pre-PIPC Bleeds (3rd)
11/29/18,NG1193,7/21/18,9.08,0.86,7.68,0.53,0.01,7.78,11.5,36.2,46.5,14.8,31.8,21.9,839,5,BTX9 Pre-PIPC Bleeds (3rd)
11/29/18,NG1197,7/21/18,7.5,1.35,9,0.13,0.01,9.17,12.9,40.4,44.1,14.1,31.9,19.1,795,5.1,BTX9 Pre-PIPC Bleeds (3rd)
11/29/18,NG1260,8/8/18,7.46,1.34,5.83,0.26,0.02,8.9,12.7,39.9,44.8,14.3,31.8,20.2,684,5.1,BTX9 Pre-PIPC Bleeds (3rd)
11/29/18,NG1262,8/8/18,7.82,0.37,6.8,0.64,0.01,10.26,14.4,43.5,42.4,14,33.1,19.5,603,5,BTX9 Pre-PIPC Bleeds (3rd)
11/29/18,NG1264,8/8/18,7.08,2.34,4.58,0.14,0.01,7.01,12.9,42.3,46.9,14.3,30.5,20,1001,5,BTX9 Pre-PIPC Bleeds (3rd)
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
11/30/18,25921,7/10/18,1.82,0.07,1.68,0.06,0.01,1.08,1.6,5.8,53.5,14.8,27.6,24.4,67,6.8,terminal bleed Mx1 p53 (post pIpC TX)
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
12/3/18,NG1062,5/9/18,8.12,1.18,6.34,0.58,0.02,10.65,14.4,44,41.3,13.5,32.7,18.2,754,4.5,Mx1 global; 10th bleed; 16-week post PIPC TX
12/3/18,NG1064,5/9/18,6.7,1.66,4.62,0.38,0.03,10.95,14.2,45,41.1,13,31.6,18.3,365,4.9,Mx1 global; 10th bleed; 16-week post PIPC TX
12/3/18,NG1066,5/9/18,2.6,0.19,2.2,0.21,0.01,6.02,10,33.7,55.9,16.6,29.7,18.5,521,5.1,Mx1 global; 10th bleed; 16-week post PIPC TX
12/3/18,25509,5/7/18,10.36,1.64,8.12,0.56,0.04,9.82,14.1,45,45.8,14.4,31.3,21.2,948,5.2,Mx1 global; 10th bleed; 16-week post PIPC TX
12/3/18,25510,5/4/18,8.4,1.58,6.31,0.49,0.02,10.18,14.6,46.3,45.5,14.3,31.5,17.9,683,4.6,Mx1 global; 10th bleed; 16-week post PIPC TX
12/3/18,25599,5/15/18,7.4,1.07,5.89,0.41,0.02,9.95,13.7,41.4,41.6,13.8,33.1,17.5,738,4.7,Mx1 global; 10th bleed; 16-week post PIPC TX
12/3/18,25600,5/15/18,9.08,3.2,5.01,0.84,0.03,10.29,13.2,42.2,41,12.8,31.3,18.3,700,4.7,Mx1 global; 10th bleed; 16-week post PIPC TX
12/3/18,25605,5/15/18,2.7,0.5,1.77,0.16,0.19,6.49,10,34.1,52.6,15.4,29.3,20.6,428,5,Mx1 global; 10th bleed; 16-week post PIPC TX
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
12/3/18,NG1030,3/28/18,7.16,0.99,5.36,0.61,0.15,10.43,12.6,40.4,38.7,12.1,31.2,18.5,471,5.8,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
12/3/18,NG1033,3/28/18,2.62,0.45,2.07,0.08,0.01,10.54,13,42.6,40.4,12.3,30.5,19,984,4.9,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
12/3/18,NG1034,3/28/18,3.36,0.54,2.61,0.18,0.02,9.25,12.5,35.9,38.8,13.5,34.8,18.9,863,5.5,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
12/4/18,NG1009,3/2/18,6.94,0.82,5.6,0.51,0.02,10.66,13.3,40.8,38.3,12.5,32.6,17.6,801,5.1,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
12/4/18,NG1023,3/26/18,8.78,1.91,6.33,0.51,0.02,19.83,23.3,72.8,36.7,11.7,32,21.4,171,2.5,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
12/6/18,NG1028,3/26/18,7.3,1.3,5.56,0.41,0.02,9.06,11.9,37.2,41.1,13.1,32,16.6,214,5.4,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
12/6/18,NG1029,3/26/18,2.66,0.44,1.93,0.23,0.05,8.7,10.1,33.1,38,11.6,30.5,17.8,416,5.5,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
12/5/18,NG1035,3/28/18,2.62,0.86,1.56,0.12,0.06,9.8,12.9,39.5,40.3,13.2,32.7,18.2,758,5,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
12/5/18,NG1036,3/28/18,3.34,1.46,1.66,0.13,0.05,11.01,13.6,44,40,12.4,30.9,18.8,871,5.8,"NG Mx1 TP (WT donor); 8th bleed post PIPC TX (4 month, terminal)"
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
12/12/18,25982,7/9/18,4.92,1.18,3.5,0.13,0.07,9.5,13,40.3,42.4,13.7,32.3,17.7,432,4.8,terminal bleed Mx1 p53 (post pIpC TX)
12/12/18,25987,7/11/18,5.14,0.7,4.12,0.19,0.09,10.44,14.3,44.1,42.2,13.7,32.4,17.4,863,6.4,terminal bleed Mx1 p53 (post pIpC TX)
12/12/18,26021,7/21/18,3.92,0.78,2.99,0.14,0,10.68,15.4,47,44,14.4,32.8,17.4,1041,5.1,terminal bleed Mx1 p53 (post pIpC TX)
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
12/20/18,NG1062,5/9/18,6.2,1.04,4.7,0.38,0.06,9.9,13.9,42.7,43.1,14,32.6,17.5,700,5.1,Mx1 global terminal bleed; post PIPC TX
12/20/18,NG1064,5/9/18,1.7,0.21,1.34,0.14,0.01,9.79,12.5,38.1,38.9,12.8,32.8,18.9,338,5,Mx1 global terminal bleed; post PIPC TX
12/20/18,NG1066,5/9/18,1.14,0.08,0.97,0.08,0,5.85,10.2,32.6,55.7,17.4,31.3,19.4,564,5.2,Mx1 global terminal bleed; post PIPC TX
12/20/18,25509,5/7/18,8.8,1.62,6.83,0.28,0.12,9.08,13.2,41.5,45.7,14.5,31.8,19.6,1640,5,Mx1 global terminal bleed; post PIPC TX
12/20/18,25510,5/4/18,3.78,0.49,2.96,0.3,0.03,10.1,14.2,44.9,44.5,14.1,31.6,17.8,453,4.9,Mx1 global terminal bleed; post PIPC TX
12/20/18,25599,5/15/18,4.82,1.08,3.29,0.42,0.02,9.62,12.8,39.3,40.9,13.3,32.6,17.9,736,4.8,Mx1 global terminal bleed; post PIPC TX
12/20/18,25600,5/15/18,3.94,0.57,3.03,0.34,0,10.03,12.6,40.1,40,12.6,31.4,20.1,641,4.5,Mx1 global terminal bleed; post PIPC TX
12/20/18,25605,5/15/18,2.92,0.16,2.49,0.25,0.02,8.29,13.1,43,51.9,15.8,30.5,22.3,517,4.6,Mx1 global terminal bleed; post PIPC TX
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
12/20/18,27059,11/19/18,3.88,0.53,3.2,0.14,0,8.84,12.7,41.4,46.8,14.4,30.7,21.9,529,5.1,Vav dKO control terminal bleed
12/20/18,27060,11/19/18,0.72,0.03,0.65,0.04,0,3.98,7.3,25.2,63.2,18.3,29,27.3,237,7.6,Vav dKO terminal bleed
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
1/3/19,27076,11/17/18,11.5,1.02,9.54,0.93,0.01,11.16,14.8,46,41.2,13.3,32.2,19.1,641,4.6,Mx1 p53 global; pre-bleed pre-pIpC TX
1/3/19,27153,11/26/18,7.32,1.27,5.62,0.4,0.02,9.91,14.7,46.1,46.5,14.8,31.9,21.4,536,4.7,Mx1 p53 global; pre-bleed pre-pIpC TX
